,My ID,id,title,readyInMinutes,nutrition>caloricBreakdown>percentProtein,nutrition>caloricBreakdown>percentFat,nutrition>caloricBreakdown>percentCarbs,servings,image,sourceUrl,summary,aggregateLikes,winePairing>pairedWines,winePairing>pairingText
475,52210,52210,Aphrodisiac Brownies With Blueberries And Walnuts,25,4.35,51.63,44.02,6,https://spoonacular.com/recipeImages/52210-556x370.jpg,http://www.domesticdivasblog.com/2011/02/v-day-meatless-monday-aprhodisiac.html,"You can never have too many dessert recipes, so give Aphrodisiac Brownies With Blueberries And Walnuts a try. This recipe serves 6 and costs $1.89 per serving. One serving contains <b>654 calories</b>, <b>7g of protein</b>, and <b>38g of fat</b>. 1 person has made this recipe and would make it again. It is an <b>affordable</b> recipe for fans of American food. Head to the store and pick up eggs, butter, walnuts, and a few other things to make it today. From preparation to the plate, this recipe takes roughly <b>25 minutes</b>. With a spoonacular <b>score of 30%</b>, this dish is rather bad. Similar recipes include <a href=""https://spoonacular.com/recipes/steel-cut-oats-with-blueberries-and-walnuts-482813"">Steel Cut Oats with Blueberries and Walnuts</a>, <a href=""https://spoonacular.com/recipes/oatmeal-with-blueberries-walnuts-and-bananas-49553"">Oatmeal With Blueberries, Walnuts, And Bananas</a>, and <a href=""https://spoonacular.com/recipes/zucchini-ribbon-salad-with-walnuts-and-blueberries-605814"">Zucchini Ribbon Salad with Walnuts and Blueberries</a>.",1,[],
476,187855,187855,Red Bell Pepper and Eggplant Tian with Anchovies,45,11.58,39.04,49.38,8,https://spoonacular.com/recipeImages/187855-556x370.jpg,http://www.epicurious.com/recipes/food/views/101598,"Red Bell Pepper and Eggplant Tian with Anchovies is a <b>dairy free and pescatarian</b> recipe with 8 servings. For <b>$1.82 per serving</b>, this recipe <b>covers 20%</b> of your daily requirements of vitamins and minerals. This side dish has <b>269 calories</b>, <b>6g of protein</b>, and <b>19g of fat</b> per serving. Only a few people made this recipe, and 1 would say it hit the spot. Head to the store and pick up olive oil, niçois olives, thyme, and a few other things to make it today. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. It is brought to you by Epicurious. With a spoonacular <b>score of 76%</b>, this dish is good. Try <a href=""https://spoonacular.com/recipes/red-bell-pepper-and-eggplant-tian-with-anchovies-337"">Red Bell Pepper and Eggplant Tian with Anchovies</a>, <a href=""https://spoonacular.com/recipes/grilled-eggplant-and-bell-pepper-soup-761643"">Grilled Eggplant and Bell Pepper Soup</a>, and <a href=""https://spoonacular.com/recipes/eggplant-snow-pea-and-red-bell-pepper-stir-fry-508683"">EGGPLANT, SNOW PEAn AND RED BELL PEPPER STIR-FRY</a> for similar recipes.",0,,
477,46672,46672,Shaker-Style Walnut and Rosemary Loaf,45,8.13,49.06,42.81,16,https://spoonacular.com/recipeImages/46672-556x370.jpg,http://www.epicurious.com/recipes/food/views/Shaker-Style-Walnut-and-Rosemary-Loaf-108609,"You can never have too many hor d'oeuvre recipes, so give Shaker-Style Walnut and Rosemary Loaf a try. This vegetarian recipe serves 16 and costs <b>43 cents per serving</b>. One portion of this dish contains roughly <b>8g of protein</b>, <b>22g of fat</b>, and a total of <b>406 calories</b>. 1 person were impressed by this recipe. If you have active yeast, very warm milk, egg, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. With a spoonacular <b>score of 32%</b>, this dish is rather bad. Try <a href=""https://spoonacular.com/recipes/shaker-style-lemon-bars-223765"">Shaker-Style Lemon Bars</a>, <a href=""https://spoonacular.com/recipes/shaker-style-smoked-chicken-thighs-697120"">Shaker-Style Smoked Chicken Thighs</a>, and <a href=""https://spoonacular.com/recipes/zucchini-walnut-loaf-697341"">Zucchini-Walnut Loaf</a> for similar recipes.",0,,
478,199775,199775,Pão de Queijo (Brazilian Cheese Bread),25,5.52,53.48,41.0,24,https://spoonacular.com/recipeImages/199775-556x370.jpg,http://www.seriouseats.com/recipes/2011/03/pao-de-queijo-brazilian-cheese-bread-recipe.html,"Pão de Queijo (Brazilian Cheese Bread) might be just the hor d'oeuvre you are searching for. For <b>14 cents per serving</b>, this recipe <b>covers 1%</b> of your daily requirements of vitamins and minerals. One serving contains <b>66 calories</b>, <b>1g of protein</b>, and <b>4g of fat</b>. This recipe serves 24. From preparation to the plate, this recipe takes around <b>25 minutes</b>. Many people made this recipe, and 222 would say it hit the spot. A mixture of queso fresco, milk, table salt, and a handful of other ingredients are all it takes to make this recipe so delicious. It is a good option if you're following a <b>gluten free, primal, and vegetarian</b> diet. All things considered, we decided this recipe <b>deserves a spoonacular score of 8%</b>. This score is improvable. Similar recipes include <a href=""https://spoonacular.com/recipes/po-de-queijo-brazilian-cheese-bread-602751"">Pão De Queijo (Brazilian Cheese Bread)</a>, <a href=""https://spoonacular.com/recipes/pao-de-queijo-brazilian-cheese-bread-488359"">Pao de queijo (Brazilian Cheese bread)</a>, and <a href=""https://spoonacular.com/recipes/pao-de-queijo-brazilian-cheese-bread-764795"">Pao de Queijo – Brazilian Cheese Bread</a>.",222,,
479,117955,117955,Onion Potato Rolls,40,10.38,27.55,62.07,18,https://spoonacular.com/recipeImages/117955-556x370.png,http://www.tasteofhome.com/recipes/onion-potato-rolls,"You can never have too many bread recipes, so give Onion Potato Rolls a try. For <b>29 cents per serving</b>, this recipe <b>covers 9%</b> of your daily requirements of vitamins and minerals. This recipe serves 18. One portion of this dish contains around <b>6g of protein</b>, <b>7g of fat</b>, and a total of <b>219 calories</b>. 1 person has tried and liked this recipe. From preparation to the plate, this recipe takes around <b>40 minutes</b>. A mixture of active yeast, onion soup mix, flour, and a handful of other ingredients are all it takes to make this recipe so delicious. All things considered, we decided this recipe <b>deserves a spoonacular score of 31%</b>. This score is rather bad. Try <a href=""https://spoonacular.com/recipes/green-onion-potato-rolls-117833"">Green Onion Potato Rolls</a>, <a href=""https://spoonacular.com/recipes/buttermilk-potato-rolls-fluffiest-most-delicious-rolls-ive-ever-met-619836"">Buttermilk Potato Rolls {Fluffiest Most Delicious Rolls I’ve Ever Met}</a>, and <a href=""https://spoonacular.com/recipes/french-onion-pan-rolls-118423"">French Onion Pan Rolls</a> for similar recipes.",0,,
480,155370,155370,Spicy Grilled Chicken with Creamy Pumpkin Mole Sauce,45,36.11,45.99,17.9,8,https://spoonacular.com/recipeImages/155370-556x370.jpg,http://www.epicurious.com/recipes/food/views/Spicy-Grilled-Chicken-with-Creamy-Pumpkin-Mole-Sauce-108581,"You can never have too many main course recipes, so give Spicy Grilled Chicken with Creamy Pumpkin Mole Sauce a try. This recipe serves 8. For <b>$1.75 per serving</b>, this recipe <b>covers 22%</b> of your daily requirements of vitamins and minerals. One serving contains <b>298 calories</b>, <b>28g of protein</b>, and <b>16g of fat</b>. If you have low-salt chicken broth, diameter onion, chicken breast halves, and a few other ingredients on hand, you can make it. To use up the whipping cream you could follow this main course with the <a href=""https://spoonacular.com/recipes/strawberry-tuxedo-and-almond-crunch-pudding-parfaits-764992"">Strawberry Tuxedo and Almond Crunch Pudding Parfaits</a> as a dessert. Not a lot of people made this recipe, and 1 would say it hit the spot. From preparation to the plate, this recipe takes around <b>45 minutes</b>. It will be a hit at your <b>The Fourth Of July</b> event. All things considered, we decided this recipe <b>deserves a spoonacular score of 59%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/creamy-pumpkin-mole-272632"">Creamy Pumpkin Mole</a>, <a href=""https://spoonacular.com/recipes/serious-heat-silky-spicy-mole-sauce-196680"">Serious Heat: Silky, Spicy Mole Sauce</a>, and <a href=""https://spoonacular.com/recipes/pipian-verde-mole-pumpkin-seed-green-mole-26628"">Pipian Verde Mole (pumpkin Seed Green Mole)</a> for similar recipes.",0,,
481,33481,33481,Cold Cucumber Soup Recipe – 50 Women Game Changers In Food – #7,197,19.51,46.65,33.84,6,https://spoonacular.com/recipeImages/33481-556x370.jpg,http://jeanetteshealthyliving.com/2011/07/50-women-game-changers-in-food-7-madhur-jaffrey-cold-cucumber-soup-recipe.html,"Need a <b>gluten free and vegetarian soup</b>? Cold Cucumber Soup Recipe – 50 Women Game Changers In Food – #7 could be an outstanding recipe to try. This recipe makes 6 servings with <b>188 calories</b>, <b>9g of protein</b>, and <b>10g of fat</b> each. For <b>$1.72 per serving</b>, this recipe <b>covers 19%</b> of your daily requirements of vitamins and minerals. It will be a hit at your <b>Autumn</b> event. This recipe is liked by 1 foodies and cooks. If you have olive oil, yogurt, salt, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes approximately <b>3 hours and 17 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 79%</b>. This score is pretty good. Similar recipes are <a href=""https://spoonacular.com/recipes/cold-asian-noodles-with-peanut-sauce-chicken-and-vegetables-harumi-kurihara-50-women-game-changers-in-food-474322"">Cold Asian Noodles with Peanut Sauce, Chicken and Vegetables – Harumi Kurihara – 50 Women Game Changers In Food</a>, <a href=""https://spoonacular.com/recipes/vietnamese-chicken-noodle-soup-donna-hay-50-women-game-changers-in-food-474443"">Vietnamese Chicken Noodle Soup – Donna Hay – 50 Women Game Changers In Food</a>, and <a href=""https://spoonacular.com/recipes/carrot-and-coriander-soup-delia-smith-50-women-game-changers-in-food-474367"">Carrot and Coriander Soup – Delia Smith – 50 Women Game Changers In Food</a>.",0,,
482,175451,175451,Green Beans with Garlic Butter and Walnuts,20,10.16,58.25,31.59,8,https://spoonacular.com/recipeImages/175451-556x370.jpg,http://www.BettyCrocker.com/recipes/green-beans-with-garlic-butter-and-walnuts/30c300a8-fdbb-4d3e-8751-2af973bceaab,"Green Beans with Garlic Butter and Walnuts might be just the side dish you are searching for. One serving contains <b>153 calories</b>, <b>8g of protein</b>, and <b>6g of fat</b>. This recipe serves 8. For <b>34 cents per serving</b>, this recipe <b>covers 10%</b> of your daily requirements of vitamins and minerals. 1 person has made this recipe and would make it again. A mixture of butter, garlic, walnut pieces, and a handful of other ingredients are all it takes to make this recipe so tasty. From preparation to the plate, this recipe takes approximately <b>20 minutes</b>. It is a good option if you're following a <b>gluten free and vegetarian</b> diet. It is brought to you by BettyCrocker.com. Taking all factors into account, this recipe <b>earns a spoonacular score of 47%</b>, which is good. Try <a href=""https://spoonacular.com/recipes/green-beans-with-garlic-butter-and-walnuts-170666"">Green Beans with Garlic Butter and Walnuts</a>, <a href=""https://spoonacular.com/recipes/green-beans-with-brown-butter-wild-mushrooms-and-walnuts-32769"">Green Beans With Brown Butter, Wild Mushrooms And Walnuts</a>, and <a href=""https://spoonacular.com/recipes/garlic-butter-green-beans-425012"">Garlic Butter Green Beans</a> for similar recipes.",0,,
483,56022,56022,Roast Turkey with Wine and Herbs,150,55.11,40.34,4.55,10,https://spoonacular.com/recipeImages/56022-556x370.jpg,http://www.myrecipes.com/recipe/roast-turkey-with-wine-herbs-10000001932465/,"Roast Turkey with Wine and Herbs is a <b>gluten free, dairy free, and fodmap friendly</b> main course. This recipe serves 10. For <b>$2.35 per serving</b>, this recipe <b>covers 33%</b> of your daily requirements of vitamins and minerals. One serving contains <b>664 calories</b>, <b>84g of protein</b>, and <b>27g of fat</b>. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>2 hours and 30 minutes</b>. It is perfect for <b>Thanksgiving</b>. If you have wine, rosemary, thyme, and a few other ingredients on hand, you can make it. To use up the marsala you could follow this main course with the <a href=""https://spoonacular.com/recipes/sticky-orange-marsala-pudding-216883"">Sticky orange & marsala pudding</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 69%</b>. This score is pretty good. Try <a href=""https://spoonacular.com/recipes/pot-roast-lamb-with-red-wine-herbs-and-veg-97986"">Pot Roast Lamb With Red Wine Herbs and Veg</a>, <a href=""https://spoonacular.com/recipes/salted-roast-turkey-with-herbs-and-shallot-dijon-gravy-75674"">Salted Roast Turkey with Herbs and Shallot-Dijon Gravy</a>, and <a href=""https://spoonacular.com/recipes/classic-roast-turkey-with-red-wine-baste-210716"">Classic roast turkey with red wine baste</a> for similar recipes.",0,,
484,83463,83463,"Brunch Flatbread with Eggs, Bacon, and Frisée",45,17.19,47.99,34.82,8,https://spoonacular.com/recipeImages/83463-556x370.jpg,http://www.myrecipes.com/recipe/brunch-flatbread-with-eggs-bacon-frise-10000000600583/,"Brunch Flatbread with Eggs, Bacon, and Frisée might be just the bread you are searching for. One portion of this dish contains roughly <b>24g of protein</b>, <b>32g of fat</b>, and a total of <b>585 calories</b>. This recipe serves 8. For <b>$1.86 per serving</b>, this recipe <b>covers 24%</b> of your daily requirements of vitamins and minerals. A mixture of active yeast, frisée lettuce leaves, salt, and a handful of other ingredients are all it takes to make this recipe so yummy. 1 person were impressed by this recipe. From preparation to the plate, this recipe takes roughly <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 52%</b>. This score is pretty good. Try <a href=""https://spoonacular.com/recipes/frise-with-bacon-and-soft-cooked-eggs-recipe-18915"">Friseé With Bacon And Soft-cooked Eggs Recipe</a>, <a href=""https://spoonacular.com/recipes/maple-roasted-vegetable-crispy-bacon-flatbread-for-the-fabulous-flatbread-challenge-616871"">Maple Roasted Vegetable & Crispy Bacon Flatbread for the Fabulous Flatbread Challenge</a>, and <a href=""https://spoonacular.com/recipes/frisee-with-lardons-and-poached-eggs-96748"">Frisee with Lardons and Poached Eggs</a> for similar recipes.",0,,
485,83527,83527,Canadian Bacon And Rye Strata,70,18.19,30.3,51.51,6,https://spoonacular.com/recipeImages/83527-556x370.jpg,http://www.eggbeaters.com/recipes-Canadian-Bacon-and-Rye-Strata-3639.html,"Canadian Bacon And Rye Strata might be just the main course you are searching for. This recipe serves 6 and costs $5.73 per serving. One serving contains <b>532 calories</b>, <b>62g of protein</b>, and <b>9g of fat</b>. Head to the store and pick up green onions, reduced fat cheddar cheese, evaporated milk, and a few other things to make it today. To use up the egg beaters you could follow this main course with the <a href=""https://spoonacular.com/recipes/low-calorie-whole-wheat-banana-bread-125224"">Low Calorie Whole Wheat Banana Bread</a> as a dessert. 15 people found this recipe to be tasty and satisfying. From preparation to the plate, this recipe takes roughly <b>1 hour and 10 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 96%</b>. This score is excellent. Try <a href=""https://spoonacular.com/recipes/canadian-bacon-strata-132556"">Canadian Bacon Strata</a>, <a href=""https://spoonacular.com/recipes/canadian-bacon-strata-83501"">Canadian-bacon Strata</a>, and <a href=""https://spoonacular.com/recipes/caramelized-onion-and-canadian-bacon-strata-148164"">Caramelized Onion and Canadian Bacon Strata</a> for similar recipes.",15,,
486,170207,170207,Easy Turkey Cookies,55,2.84,36.43,60.73,18,https://spoonacular.com/recipeImages/170207-556x370.jpg,http://www.BettyCrocker.com/recipes/easy-turkey-cookies/710f0c85-c9a6-4023-913e-dd70d67b3798,"Easy Turkey Cookies might be a good recipe to expand your dessert recipe box. This recipe makes 18 servings with <b>293 calories</b>, <b>2g of protein</b>, and <b>15g of fat</b> each. For <b>46 cents per serving</b>, this recipe <b>covers 2%</b> of your daily requirements of vitamins and minerals. This recipe is liked by 1 foodies and cooks. It is brought to you by BettyCrocker.com. A mixture of butter, betty rich & creamy vanilla frosting, betty sugar cookie mix, and a handful of other ingredients are all it takes to make this recipe so scrumptious. From preparation to the plate, this recipe takes roughly <b>55 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 7%</b>. This score is very bad (but still fixable). Similar recipes include <a href=""https://spoonacular.com/recipes/easy-turkey-cookies-159987"">Easy Turkey Cookies</a>, <a href=""https://spoonacular.com/recipes/leftover-turkey-try-this-easy-spicy-turkey-and-pinto-bean-chili-531659"">Leftover Turkey? Try This Easy Spicy Turkey and Pinto Bean Chili</a>, and <a href=""https://spoonacular.com/recipes/snowball-cookies-melting-moments-easy-christmas-cookies-s-579944"">Snowball Cookies - Melting Moments - Easy Christmas Cookies s</a>.",0,,
487,177586,177586,Baltimore Always More Chex Mix,5,2.87,41.45,55.68,10,https://spoonacular.com/recipeImages/177586-556x370.jpg,http://www.BettyCrocker.com/recipes/baltimore-always-more-chex-mix/3b160164-3515-4c64-809e-90e52205d804,"Baltimore Always More Chex Mix is a <b>gluten free, dairy free, and fodmap friendly</b> recipe with 10 servings. This side dish has <b>291 calories</b>, <b>2g of protein</b>, and <b>17g of fat</b> per serving. For <b>95 cents per serving</b>, this recipe <b>covers 3%</b> of your daily requirements of vitamins and minerals. 1 person has made this recipe and would make it again. If you have candied pecans, milk chocolate-coated toffee bits, chocolate chocolate snack mix, and a few other ingredients on hand, you can make it. From preparation to the plate, this recipe takes roughly <b>5 minutes</b>. It is brought to you by BettyCrocker.com. Taking all factors into account, this recipe <b>earns a spoonacular score of 7%</b>, which is improvable. Try <a href=""https://spoonacular.com/recipes/baltimore-always-more-chex-mix-177253"">Baltimore Always More Chex Mix</a>, <a href=""https://spoonacular.com/recipes/baltimore-beef-bad-boy-306171"">Baltimore Beef Bad Boy</a>, and <a href=""https://spoonacular.com/recipes/baltimore-eggnog-735316"">Baltimore Eggnog</a> for similar recipes.",0,,
488,103880,103880,Rigatoni With Eggplant and Dried Tomato Pesto,50,9.41,52.89,37.7,4,https://spoonacular.com/recipeImages/103880-556x370.jpg,http://www.food.com/recipe/rigatoni-with-eggplant-and-dried-tomato-pesto-195664,"Need a <b>vegan main course</b>? Rigatoni With Eggplant and Dried Tomato Pesto could be an awesome recipe to try. One portion of this dish contains approximately <b>12g of protein</b>, <b>33g of fat</b>, and a total of <b>551 calories</b>. For <b>$2.71 per serving</b>, this recipe <b>covers 24%</b> of your daily requirements of vitamins and minerals. This recipe serves 4. If you have slivered almond, garlic cloves, sun-dried tomato, and a few other ingredients on hand, you can make it. To use up the onion you could follow this main course with the <a href=""https://spoonacular.com/recipes/candy-corn-cupcakes-63881"">Candy Corn Cupcakes</a> as a dessert. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes roughly <b>50 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 75%</b>. This score is good. Similar recipes include <a href=""https://spoonacular.com/recipes/rigatoni-with-tomato-eggplant-red-peppers-103915"">Rigatoni With Tomato, Eggplant, & Red Peppers</a>, <a href=""https://spoonacular.com/recipes/baked-rigatoni-with-roasted-eggplant-and-tomato-546143"">Baked Rigatoni with Roasted Eggplant and Tomato</a>, and <a href=""https://spoonacular.com/recipes/marc-vetris-rigatoni-with-swordfish-tomato-and-eggplant-fries-88612"">Marc Vetri's Rigatoni with Swordfish, Tomato, and Eggplant Fries</a>.",0,[],"No one wine will suit every pasta dish. Pasta in a tomato-based sauce will usually work well with a medium-bodied red, such as a montepulciano or chianti. Pasta with seafood or pesto will fare better with a light-bodied white, such as a pinot grigio. Cheese-heavy pasta can pair well with red or white - you might try a sangiovese wine for hard cheeses and a chardonnay for soft cheeses. We may be able to make a better recommendation if you ask again with a specific pasta dish."
489,38540,38540,Broiler Garlic Bread,45,11.95,64.83,23.22,4,https://spoonacular.com/recipeImages/38540-556x370.jpg,http://www.myrecipes.com/recipe/broiler-garlic-bread-50400000110450/,"You can never have too many side dish recipes, so give Broiler Garlic Bread a try. This recipe serves 4. For <b>24 cents per serving</b>, this recipe <b>covers 3%</b> of your daily requirements of vitamins and minerals. One portion of this dish contains roughly <b>3g of protein</b>, <b>7g of fat</b>, and a total of <b>101 calories</b>. A mixture of bread baguette, butter, garlic cloves, and a handful of other ingredients are all it takes to make this recipe so scrumptious. This recipe from My Recipes has 1 fans. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 12%</b>. This score is not so awesome. Try <a href=""https://spoonacular.com/recipes/chocolate-broiler-cake-130866"">Chocolate Broiler Cake</a>, <a href=""https://spoonacular.com/recipes/broiler-tandoori-chicken-514548"">Broiler Tandoori Chicken</a>, and <a href=""https://spoonacular.com/recipes/broiler-eggplant-sandwich-with-tomato-and-mozzarella-780671"">Broiler Eggplant Sandwich with Tomato and Mozzarella</a> for similar recipes.",0,[],
490,179503,179503,Banana-Chocolate-Pecan Pancakes,20,7.01,38.4,54.59,4,https://spoonacular.com/recipeImages/179503-556x370.jpg,http://www.BettyCrocker.com/recipes/banana-chocolate-pecan-pancakes/b3ab1260-0184-4199-b2a4-3760a5682738,"Banana-Chocolate-Pecan Pancakes might be a good recipe to expand your morn meal recipe box. This recipe serves 4 and costs $1.64 per serving. One portion of this dish contains around <b>9g of protein</b>, <b>22g of fat</b>, and a total of <b>503 calories</b>. It is a good option if you're following a <b>gluten free, primal, and vegetarian</b> diet. It is brought to you by BettyCrocker.com. A mixture of bananas, maple-flavored syrup, semisweet chocolate chunks, and a handful of other ingredients are all it takes to make this recipe so tasty. 1 person has made this recipe and would make it again. From preparation to the plate, this recipe takes around <b>20 minutes</b>. Taking all factors into account, this recipe <b>earns a spoonacular score of 50%</b>, which is solid. Similar recipes are <a href=""https://spoonacular.com/recipes/banana-chocolate-pecan-pancakes-165290"">Banana-Chocolate-Pecan Pancakes</a>, <a href=""https://spoonacular.com/recipes/banana-pecan-pancakes-159187"">Banana-Pecan Pancakes</a>, and <a href=""https://spoonacular.com/recipes/banana-pecan-pancakes-507106"">Banana Pecan Pancakes</a>.",0,,
491,186728,186728,Double-Decker Rhubarb Ice Cream Sandwiches,45,4.19,27.31,68.5,8,https://spoonacular.com/recipeImages/186728-556x370.jpg,http://www.epicurious.com/recipes/food/views/Double-Decker-Rhubarb-Ice-Cream-Sandwiches-100973,"You can never have too many dessert recipes, so give Double-Decker Rhubarb Ice Cream Sandwiches a try. For <b>$1.72 per serving</b>, this recipe <b>covers 7%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. Watching your figure? This gluten free and vegetarian recipe has <b>296 calories</b>, <b>3g of protein</b>, and <b>9g of fat</b> per serving. If you have corn syrup, whipping cream, sugar, and a few other ingredients on hand, you can make it. <b>Mother's Day</b> will be even more special with this recipe. From preparation to the plate, this recipe takes approximately <b>45 minutes</b>. 1 person were impressed by this recipe. All things considered, we decided this recipe <b>deserves a spoonacular score of 24%</b>. This score is not so excellent. Try <a href=""https://spoonacular.com/recipes/double-decker-tomato-sandwiches-99102"">Double Decker Tomato Sandwiches</a>, <a href=""https://spoonacular.com/recipes/double-decker-apricot-turkey-sandwiches-602908"">Double Decker Apricot Turkey Sandwiches</a>, and <a href=""https://spoonacular.com/recipes/double-decker-grilled-cheese-sandwiches-166390"">Double-Decker Grilled Cheese Sandwiches</a> for similar recipes.",0,,
492,48154,48154,Chicken Sauteed with Apples,25,43.01,26.86,30.13,4,https://spoonacular.com/recipeImages/48154-556x370.jpg,http://www.myrecipes.com/recipe/chicken-sauteed-with-apples-10000001116466/,"Chicken Sauteed with Apples is a <b>caveman, gluten free, dairy free, and primal</b> main course. This recipe serves 4 and costs $1.44 per serving. One portion of this dish contains around <b>25g of protein</b>, <b>7g of fat</b>, and a total of <b>229 calories</b>. This recipe is liked by 1 foodies and cooks. Head to the store and pick up onion, apple juice, olive oil, and a few other things to make it today. To use up the salt you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-turnovers-recipe-48175"">Apple Turnovers Recipe</a> as a dessert. All things considered, we decided this recipe <b>deserves a spoonacular score of 46%</b>. This score is solid. Similar recipes are <a href=""https://spoonacular.com/recipes/chicken-soft-tacos-with-sauted-onions-and-apples-227779"">Chicken Soft Tacos with Sautéed Onions and Apples</a>, <a href=""https://spoonacular.com/recipes/sauted-fillet-of-skate-with-caramelized-apples-and-chicken-liver-85123"">Sautéed Fillet of Skate with Caramelized Apples and Chicken Liver</a>, and <a href=""https://spoonacular.com/recipes/sauteed-apples-718856"">Sauteed Apples</a>.",0,,
493,148120,148120,Mum's Homemade Macaroni Cheese With Bacon,40,16.45,64.82,18.73,4,https://spoonacular.com/recipeImages/148120-556x370.jpg,http://www.food.com/recipe/mums-homemade-macaroni-cheese-with-bacon-344751,"You can never have too many main course recipes, so give Mum's Homemade Macaroni Cheese With Bacon a try. This recipe serves 4. One portion of this dish contains around <b>34g of protein</b>, <b>59g of fat</b>, and a total of <b>815 calories</b>. For <b>$1.9 per serving</b>, this recipe <b>covers 23%</b> of your daily requirements of vitamins and minerals. Head to the store and pick up milk, tomato, cheese, and a few other things to make it today. To use up the flour you could follow this main course with the <a href=""https://spoonacular.com/recipes/apple-tart-with-caramel-sauce-47961"">Apple Tart with Caramel Sauce</a> as a dessert. 1 person were impressed by this recipe. All things considered, we decided this recipe <b>deserves a spoonacular score of 56%</b>. This score is solid. Try <a href=""https://spoonacular.com/recipes/macaroni-and-cheese-home-made-macaroni-and-cheese-is-a-comfort-food-that-is-hard-to-beat-you-can-put-away-the-pre-packaged-macaroni-and-cheese-at-the-store-600947"">Macaroni and Cheese – home made macaroni and cheese is a comfort food that is hard to beat. You can put away the pre packaged macaroni and cheese at the store</a>, <a href=""https://spoonacular.com/recipes/homemade-macaroni-and-cheese-711214"">Homemade Macaroni and Cheese</a>, and <a href=""https://spoonacular.com/recipes/homemade-macaroni-and-cheese-139142"">Homemade Macaroni and Cheese</a> for similar recipes.",1,[],"No one wine will suit every pasta dish. Pasta in a tomato-based sauce will usually work well with a medium-bodied red, such as a montepulciano or chianti. Pasta with seafood or pesto will fare better with a light-bodied white, such as a pinot grigio. Cheese-heavy pasta can pair well with red or white - you might try a sangiovese wine for hard cheeses and a chardonnay for soft cheeses. We may be able to make a better recommendation if you ask again with a specific pasta dish."
494,43973,43973,Green Chile & Cheese Potatoes,15,16.23,70.05,13.72,8,https://spoonacular.com/recipeImages/43973-556x370.jpg,http://www.landolakes.com/recipe/2702/green-chile-cheese-potatoes,"Green Chile & Cheese Potatoes might be just the side dish you are searching for. Watching your figure? This gluten free and vegetarian recipe has <b>88 calories</b>, <b>3g of protein</b>, and <b>3g of fat</b> per serving. For <b>46 cents per serving</b>, this recipe <b>covers 7%</b> of your daily requirements of vitamins and minerals. This recipe serves 8. 1 person has made this recipe and would make it again. Head to the store and pick up land o lakes® butter, potato wedges, onion, and a few other things to make it today. From preparation to the plate, this recipe takes roughly <b>15 minutes</b>. All things considered, we decided this recipe <b>deserves a spoonacular score of 32%</b>. This score is rather bad. Similar recipes include <a href=""https://spoonacular.com/recipes/green-chile-mashed-potatoes-120706"">Green Chile Mashed Potatoes</a>, <a href=""https://spoonacular.com/recipes/mashed-potatoes-with-green-chile-queso-sauce-378428"">Mashed Potatoes with Green Chile Queso Sauce</a>, and <a href=""https://spoonacular.com/recipes/red-chile-rubbed-sweet-potatoes-with-green-onion-vinaigrette-344701"">Red Chile Rubbed Sweet Potatoes with Green Onion Vinaigrette</a>.",0,"['cava', 'shiraz', 'grenache']","Cava, Shiraz, and Grenache are my top picks for Chili. These juicy reds don't have too much tannin (important for spicy foods), but a sparkling wine like cava can tame the heat even better. You could try Codorniu Brut Cava. Reviewers quite like it with a 4.3 out of 5 star rating and a price of about 11 dollars per bottle."
